"name","type","value","date"
"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone","1932408","2019-09-22"
"LA CANCIÓN","J Balvin","1818671","2019-09-22"
"Truth Hurts","Lizzo","1798320","2019-09-22"
"Yo x Ti, Tu x Mi","ROSALÍA","1761344","2019-09-22"
"No Me Conoce - Remix","Jhay Cortez","1757596","2019-09-22"
"Tutu","Camilo","1736383","2019-09-22"
"Enemies (feat. DaBaby)","Post Malone","1725790","2019-09-22"
"Liar","Camila Cabello","1714126","2019-09-22"
"boyfriend (with Social House)","Ariana Grande","1647731","2019-09-22"
"Hollywood's Bleeding","Post Malone","1638605","2019-09-22"
"Adicto (with Anuel AA & Ozuna)","Tainy","1623399","2019-09-22"
"No Guidance (feat. Drake)","Chris Brown","1599238","2019-09-22"
"Memories","Maroon 5","1494468","2019-09-22"
"Otro Trago - Remix","Sech","1466298","2019-09-22"
"Money In The Grave (Drake ft. Rick Ross)","Drake","1441023","2019-09-22"
"Soltera - Remix","Lunay","1437500","2019-09-22"
"It's You","Ali Gatie","1437235","2019-09-22"
"hot girl bummer","blackbear","1434832","2019-09-22"
"Lover","Taylor Swift","1391670","2019-09-22"
"Piece Of Your Heart","MEDUZA","1383533","2019-09-22"
"110","Capital Bra","1369621","2019-09-22"
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","Lauv","1344234","2019-09-22"
"Higher Love","Kygo","1282287","2019-09-22"
"Graveyard","Halsey","1275722","2019-09-22"
"Takeaway (feat. Lennon Stella)","The Chainsmokers","1267897","2019-09-22"
"Die For Me (feat. Future & Halsey)","Post Malone","1256615","2019-09-22"
"The London (feat. J. Cole & Travis Scott)","Young Thug","1239540","2019-09-22"
"QUE PRETENDES","J Balvin","1225154","2019-09-22"
"Wow.","Post Malone","1206807","2019-09-22"
"Good as Hell","Lizzo","1199850","2019-09-22"
"Con Altura","ROSALÍA","1180758","2019-09-22"
"Shallow","Lady Gaga","1148595","2019-09-22"
"7 rings","Ariana Grande","1145260","2019-09-22"
"223's (feat. 9lokknine)","YNW Melly","1132670","2019-09-22"
"Slide Away","Miley Cyrus","1107988","2019-09-22"
"On The Road (feat. Meek Mill & Lil Baby)","Post Malone","1100077","2019-09-22"
"11 PM","Maluma","1098394","2019-09-22"
"Motivation","Normani","1080953","2019-09-22"
"Happier","Marshmello","1061408","2019-09-22"
"Camelot","NLE Choppa","1054825","2019-09-22"
"Teeth","5 Seconds of Summer","1042983","2019-09-22"
"lovely (with Khalid)","Billie Eilish","1038611","2019-09-22"
"If I Can't Have You","Shawn Mendes","1027627","2019-09-22"
"Ride It","Regard","1023577","2019-09-22"
"Sucker","Jonas Brothers","1008475","2019-09-22"
"You Need To Calm Down","Taylor Swift","993308","2019-09-22"
"Talk (feat. Disclosure)","Khalid","981177","2019-09-22"
"Hot (feat. Gunna)","Young Thug","975869","2019-09-22"
"Bohemian Rhapsody - Remastered 2011","Queen","960073","2019-09-22"
"Behind Barz - Bonus","Drake","955008","2019-09-22"
"Con Calma","Daddy Yankee","946913","2019-09-22"
"I.F.L.Y.","Bazzi","937698","2019-09-22"
"when the party's over","Billie Eilish","932163","2019-09-22"
"September","Earth, Wind & Fire","925415","2019-09-22"
"Without Me","Halsey","906371","2019-09-22"
"One Thing Right","Marshmello","899275","2019-09-22"
"A Thousand Bad Times","Post Malone","896133","2019-09-22"
"Post Malone (feat. RANI)","Sam Feldt","891867","2019-09-22"
"Old Town Road","Lil Nas X","875919","2019-09-22"
"Believer","Imagine Dragons","873005","2019-09-22"
"Roller","Apache 207","871929","2019-09-22"
"rockstar (feat. 21 Savage)","Post Malone","866977","2019-09-22"
"Did It Again","Lil Tecca","865305","2019-09-22"
"Goteo","Duki","862403","2019-09-22"
"SICKO MODE","Travis Scott","859387","2019-09-22"
"Eastside (with Halsey & Khalid)","benny blanco","850315","2019-09-22"
"Suge","DaBaby","828262","2019-09-22"
"200 km/h","Apache 207","827028","2019-09-22"
"Sweet but Psycho","Ava Max","825262","2019-09-22"
"Otro Trago","Sech","825115","2019-09-22"
"Dancing With A Stranger (with Normani)","Sam Smith","824214","2019-09-22"
"Panini - DaBaby Remix","Lil Nas X","823006","2019-09-22"
"thank u, next","Ariana Grande","822472","2019-09-22"
"Shameless","Camila Cabello","819338","2019-09-22"
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","818661","2019-09-22"
"Shape of You","Ed Sheeran","814793","2019-09-22"
"Si Se Da - Remix","Myke Towers","813811","2019-09-22"
"3 Nights","Dominic Fike","812467","2019-09-22"
"Calma - Remix","Pedro Capó","812061","2019-09-22"
"Baby (Lil Baby feat. DaBaby)","Quality Control","808028","2019-09-22"
"Ransom (with Juice WRLD) - Remix","Lil Tecca","798652","2019-09-22"
"Better Now","Post Malone","782882","2019-09-22"
"Let Me Down Slowly","Alec Benjamin","781381","2019-09-22"
"INTRO","DaBaby","774980","2019-09-22"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","773025","2019-09-22"
"Never Really Over","Katy Perry","768273","2019-09-22"
"Pop Out (feat. Lil Tjay)","Polo G","764064","2019-09-22"
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion","762581","2019-09-22"
"Lucid Dreams","Juice WRLD","758974","2019-09-22"
"comethru","Jeremy Zucker","751805","2019-09-22"
"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","751497","2019-09-22"
"Verte Ir","DJ Luian","749801","2019-09-22"
"Say You Won't Let Go","James Arthur","747248","2019-09-22"
"Love Me","Lil Tecca","745479","2019-09-22"
"Te Robaré","Nicky Jam","742308","2019-09-22"
"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran","736423","2019-09-22"
"Perfect","Ed Sheeran","734595","2019-09-22"
"Youngblood","5 Seconds of Summer","730800","2019-09-22"
"Girls Like You (feat. Cardi B)","Maroon 5","729861","2019-09-22"
"Be Alright","Dean Lewis","729581","2019-09-22"
"SAD!","XXXTENTACION","726588","2019-09-22"
"I'm Gonna Be","Post Malone","726330","2019-09-22"
"Indeciso","Reik","724425","2019-09-22"
"I Like Me Better","Lauv","724358","2019-09-22"
"Allergic","Post Malone","723864","2019-09-22"
"Instagram","Dimitri Vegas & Like Mike","721973","2019-09-22"
"Baila Conmigo (feat. Kelly Ruiz)","Dayvi","721035","2019-09-22"
"bury a friend","Billie Eilish","719302","2019-09-22"
"Staring At The Sun (feat. SZA)","Post Malone","717785","2019-09-22"
"Rescue Me","OneRepublic","712191","2019-09-22"
"Cuaderno","Dalex","709398","2019-09-22"
"Better","Khalid","703424","2019-09-22"
"goosebumps","Travis Scott","701562","2019-09-22"
"High Hopes","Panic! At The Disco","701526","2019-09-22"
"Tal Vez","Paulo Londra","700504","2019-09-22"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard","699648","2019-09-22"
"all the good girls go to hell","Billie Eilish","699638","2019-09-22"
"Bad Bad Bad (feat. Lil Baby)","Young Thug","696093","2019-09-22"
"Quizás","Rich Music LTD","693070","2019-09-22"
"Only Human","Jonas Brothers","690229","2019-09-22"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","687562","2019-09-22"
"Pa Mí - Remix","Dalex","686786","2019-09-22"
"Don't Stop Me Now - Remastered","Queen","685149","2019-09-22"
"The Git Up","Blanco Brown","683607","2019-09-22"
"Moonlight","XXXTENTACION","682658","2019-09-22"
"Don't Call Me Up","Mabel","681695","2019-09-22"
"Summer Cem (feat. Luciano)","Summer Cem","677260","2019-09-22"
"2002","Anne-Marie","673702","2019-09-22"
"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa","670069","2019-09-22"
"F.N","Lil Tjay","669524","2019-09-22"
"Call You Mine","The Chainsmokers","666543","2019-09-22"
"Te Quemaste","Manuel Turizo","665994","2019-09-22"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix","662949","2019-09-22"
"MIDDLE CHILD","J. Cole","657335","2019-09-22"
"bad guy (with Justin Bieber)","Billie Eilish","657201","2019-09-22"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake","654326","2019-09-22"
"Thunder","Imagine Dragons","654061","2019-09-22"
"i'm so tired...","Lauv","651784","2019-09-22"
"Another One Bites The Dust - Remastered 2011","Queen","650178","2019-09-22"
"Feelings","Lauv","646132","2019-09-22"
"Ronin","Bushido","642045","2019-09-22"
"Runaway","Sebastian Yatra","637292","2019-09-22"
"Boy With Luv (feat. Halsey)","BTS","633672","2019-09-22"
"Atrévete","Nicky Jam","630798","2019-09-22"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","626687","2019-09-22"
"No Te Debí Besar","C. Tangana","625093","2019-09-22"
"SOS (feat. Aloe Blacc)","Avicii","622620","2019-09-22"
"HP","Maluma","620778","2019-09-22"
"Too Good At Goodbyes","Sam Smith","620265","2019-09-22"
"Jocelyn Flores","XXXTENTACION","617414","2019-09-22"
"Going Bad (feat. Drake)","Meek Mill","616616","2019-09-22"
"Right Back (feat. A Boogie Wit Da Hoodie)","Khalid","612973","2019-09-22"
"break up with your girlfriend, i'm bored","Ariana Grande","603431","2019-09-22"
"Bruises","Lewis Capaldi","603248","2019-09-22"
"The Man","Taylor Swift","602138","2019-09-22"
"All of Me","John Legend","599302","2019-09-22"
"SLOW DANCING IN THE DARK","Joji","598525","2019-09-22"
"La Boca - Remix","Mau y Ricky","594876","2019-09-22"
"Cruel Summer","Taylor Swift","592624","2019-09-22"
"Que Mas Pues - Remix","Sech","592230","2019-09-22"
"Havana (feat. Young Thug)","Camila Cabello","591755","2019-09-22"
"Get You The Moon (feat. Snøw)","Kina","586949","2019-09-22"
"In My Mind","Dynoro","586920","2019-09-22"
"Here With Me","Marshmello","586673","2019-09-22"
"Murder On My Mind","YNW Melly","585964","2019-09-22"
"Adriana","RAF Camora","585899","2019-09-22"
"MIA (feat. Drake)","Bad Bunny","585596","2019-09-22"
"Be Honest (feat. Burna Boy)","Jorja Smith","585123","2019-09-22"
"So Am I","Ava Max","582916","2019-09-22"
"EARFQUAKE","Tyler, The Creator","582092","2019-09-22"
"Myself","Post Malone","580852","2019-09-22"
"God's Plan","Drake","579181","2019-09-22"
"Photograph","Ed Sheeran","578409","2019-09-22"
"changes","XXXTENTACION","576709","2019-09-22"
"Under Pressure - Remastered","Queen","576430","2019-09-22"
"Cuerpo en Venta","Noriel","575223","2019-09-22"
"Something Just Like This","The Chainsmokers","574750","2019-09-22"
"Closer","The Chainsmokers","574444","2019-09-22"
"Africa","TOTO","568640","2019-09-22"
"Si Supieras","Daddy Yankee","568560","2019-09-22"
"wish you were gay","Billie Eilish","567736","2019-09-22"
"Señorita","Shawn Mendes","4990902","2019-09-23"
"Circles","Post Malone","4314892","2019-09-23"
"Dance Monkey","Tones and I","4176615","2019-09-23"
"Lalala","Y2K","3097958","2019-09-23"
"Someone You Loved","Lewis Capaldi","3055038","2019-09-23"
"Goodbyes (Feat. Young Thug)","Post Malone","2982559","2019-09-23"
"Ransom","Lil Tecca","2917787","2019-09-23"
"China","Anuel AA","2907850","2019-09-23"
"Beautiful People (feat. Khalid)","Ed Sheeran","2881838","2019-09-23"
"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande","2815185","2019-09-23"
"Saint-Tropez","Post Malone","2661466","2019-09-23"
"How Do You Sleep?","Sam Smith","2631401","2019-09-23"
"bad guy","Billie Eilish","2539819","2019-09-23"
"I Don't Care (with Justin Bieber)","Ed Sheeran","2416772","2019-09-23"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2323059","2019-09-23"
"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone","2216097","2019-09-23"
"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake","2198963","2019-09-23"
"Panini","Lil Nas X","2097940","2019-09-23"
"Callaita","Bad Bunny","1949705","2019-09-23"
"Liar","Camila Cabello","1931871","2019-09-23"
"Old Town Road - Remix","Lil Nas X","1931412","2019-09-23"
"Enemies (feat. DaBaby)","Post Malone","1914341","2019-09-23"
"Hollywood's Bleeding","Post Malone","1894950","2019-09-23"
"Yo x Ti, Tu x Mi","ROSALÍA","1894878","2019-09-23"
"Truth Hurts","Lizzo","1879615","2019-09-23"
"LA CANCIÓN","J Balvin","1853273","2019-09-23"
"Tutu","Camilo","1830132","2019-09-23"
"Memories","Maroon 5","1819225","2019-09-23"
"boyfriend (with Social House)","Ariana Grande","1790916","2019-09-23"
"No Me Conoce - Remix","Jhay Cortez","1768610","2019-09-23"
"Adicto (with Anuel AA & Ozuna)","Tainy","1767517","2019-09-23"
"No Guidance (feat. Drake)","Chris Brown","1761831","2019-09-23"
"hot girl bummer","blackbear","1657047","2019-09-23"
"110","Capital Bra","1624591","2019-09-23"
"Money In The Grave (Drake ft. Rick Ross)","Drake","1567046","2019-09-23"
"Lover","Taylor Swift","1547554","2019-09-23"
"It's You","Ali Gatie","1542447","2019-09-23"
"Piece Of Your Heart","MEDUZA","1528981","2019-09-23"
"Graveyard","Halsey","1526554","2019-09-23"
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","Lauv","1496787","2019-09-23"
"Otro Trago - Remix","Sech","1467105","2019-09-23"
"Die For Me (feat. Future & Halsey)","Post Malone","1460096","2019-09-23"
"Higher Love","Kygo","1453884","2019-09-23"
"Takeaway (feat. Lennon Stella)","The Chainsmokers","1453634","2019-09-23"
"Soltera - Remix","Lunay","1427486","2019-09-23"
"The London (feat. J. Cole & Travis Scott)","Young Thug","1386918","2019-09-23"
"Good as Hell","Lizzo","1335182","2019-09-23"
"Wow.","Post Malone","1333121","2019-09-23"
"223's (feat. 9lokknine)","YNW Melly","1279257","2019-09-23"
"QUE PRETENDES","J Balvin","1266877","2019-09-23"
"Shallow","Lady Gaga","1249471","2019-09-23"
"Motivation","Normani","1249451","2019-09-23"
"On The Road (feat. Meek Mill & Lil Baby)","Post Malone","1240891","2019-09-23"
"Slide Away","Miley Cyrus","1224089","2019-09-23"
"7 rings","Ariana Grande","1198930","2019-09-23"
"Ride It","Regard","1193964","2019-09-23"
"Con Altura","ROSALÍA","1192602","2019-09-23"
"Camelot","NLE Choppa","1187741","2019-09-23"
"Teeth","5 Seconds of Summer","1182842","2019-09-23"
"Behind Barz - Bonus","Drake","1142070","2019-09-23"
"Hot (feat. Gunna)","Young Thug","1138369","2019-09-23"
"11 PM","Maluma","1122561","2019-09-23"
"If I Can't Have You","Shawn Mendes","1110476","2019-09-23"
"You Need To Calm Down","Taylor Swift","1106545","2019-09-23"
"Happier","Marshmello","1082310","2019-09-23"
"lovely (with Khalid)","Billie Eilish","1082074","2019-09-23"
"Sucker","Jonas Brothers","1078080","2019-09-23"
"Talk (feat. Disclosure)","Khalid","1067867","2019-09-23"
"I.F.L.Y.","Bazzi","1047672","2019-09-23"
"A Thousand Bad Times","Post Malone","1046622","2019-09-23"
"200 km/h","Apache 207","1036661","2019-09-23"
"Post Malone (feat. RANI)","Sam Feldt","1030632","2019-09-23"
"Roller","Apache 207","1009607","2019-09-23"
"when the party's over","Billie Eilish","990934","2019-09-23"
"One Thing Right","Marshmello","985425","2019-09-23"
"INTRO","DaBaby","984538","2019-09-23"
"Without Me","Halsey","971857","2019-09-23"
"Bohemian Rhapsody - Remastered 2011","Queen","958016","2019-09-23"
"rockstar (feat. 21 Savage)","Post Malone","939815","2019-09-23"
"Con Calma","Daddy Yankee","939802","2019-09-23"
"SICKO MODE","Travis Scott","938135","2019-09-23"
"Dancing With A Stranger (with Normani)","Sam Smith","936141","2019-09-23"
"Shameless","Camila Cabello","933803","2019-09-23"
"Eastside (with Halsey & Khalid)","benny blanco","931526","2019-09-23"
"Baby (Lil Baby feat. DaBaby)","Quality Control","913914","2019-09-23"
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","910115","2019-09-23"
"3 Nights","Dominic Fike","904862","2019-09-23"
"Believer","Imagine Dragons","895868","2019-09-23"
"Quizás","Rich Music LTD","883502","2019-09-23"
"Did It Again","Lil Tecca","882730","2019-09-23"
"Never Really Over","Katy Perry","878007","2019-09-23"
"Sweet but Psycho","Ava Max","876912","2019-09-23"
"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","865929","2019-09-23"
"thank u, next","Ariana Grande","865640","2019-09-23"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","864766","2019-09-23"
"Goteo","Duki","862904","2019-09-23"
"Suge","DaBaby","861814","2019-09-23"
"Panini - DaBaby Remix","Lil Nas X","859215","2019-09-23"
"Feel Special","TWICE","856775","2019-09-23"
"Shape of You","Ed Sheeran","854202","2019-09-23"
"Si Se Da - Remix","Myke Towers","850559","2019-09-23"
"I'm Gonna Be","Post Malone","849686","2019-09-23"
"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran","842195","2019-09-23"
"Better Now","Post Malone","839032","2019-09-23"
"Instagram","Dimitri Vegas & Like Mike","838954","2019-09-23"
"Allergic","Post Malone","833144","2019-09-23"
"Staring At The Sun (feat. SZA)","Post Malone","832634","2019-09-23"
"Say You Won't Let Go","James Arthur","825334","2019-09-23"
"Otro Trago","Sech","823157","2019-09-23"
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion","822209","2019-09-23"
"Let Me Down Slowly","Alec Benjamin","815959","2019-09-23"
"Calma - Remix","Pedro Capó","815871","2019-09-23"
"Ransom (with Juice WRLD) - Remix","Lil Tecca","814981","2019-09-23"
"Indeciso","Reik","811740","2019-09-23"
"Rescue Me","OneRepublic","804386","2019-09-23"
"Old Town Road","Lil Nas X","803443","2019-09-23"
"Summer Cem (feat. Luciano)","Summer Cem","800554","2019-09-23"
"Bad Bad Bad (feat. Lil Baby)","Young Thug","800225","2019-09-23"
"I Like Me Better","Lauv","797164","2019-09-23"
"Be Alright","Dean Lewis","795368","2019-09-23"
"Youngblood","5 Seconds of Summer","792730","2019-09-23"
"Better","Khalid","790022","2019-09-23"
"Perfect","Ed Sheeran","789733","2019-09-23"
"comethru","Jeremy Zucker","786593","2019-09-23"
"Feelings","Lauv","785178","2019-09-23"
"Love Me","Lil Tecca","784140","2019-09-23"
"Verte Ir","DJ Luian","781359","2019-09-23"
"goosebumps","Travis Scott","780242","2019-09-23"
"Only Human","Jonas Brothers","778687","2019-09-23"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard","777972","2019-09-23"
"Pop Out (feat. Lil Tjay)","Polo G","777723","2019-09-23"
"Lucid Dreams","Juice WRLD","775777","2019-09-23"
"Te Robaré","Nicky Jam","772365","2019-09-23"
"Girls Like You (feat. Cardi B)","Maroon 5","770394","2019-09-23"
"Call You Mine","The Chainsmokers","769262","2019-09-23"
"No Te Debí Besar","C. Tangana","760712","2019-09-23"
"High Hopes","Panic! At The Disco","759747","2019-09-23"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","759397","2019-09-23"
"all the good girls go to hell","Billie Eilish","751992","2019-09-23"
"bury a friend","Billie Eilish","751147","2019-09-23"
"F.N","Lil Tjay","749738","2019-09-23"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix","744217","2019-09-23"
"Te Quemaste","Manuel Turizo","741831","2019-09-23"
"Don't Call Me Up","Mabel","739420","2019-09-23"
"Cuaderno","Dalex","736505","2019-09-23"
"MIDDLE CHILD","J. Cole","735000","2019-09-23"
"2002","Anne-Marie","728373","2019-09-23"
"i'm so tired...","Lauv","725833","2019-09-23"
"Ronin","Bushido","725551","2019-09-23"
"Right Back (feat. A Boogie Wit Da Hoodie)","Khalid","717374","2019-09-23"
"SAD!","XXXTENTACION","717046","2019-09-23"
"Don't Stop Me Now - Remastered","Queen","703721","2019-09-23"
"Pa Mí - Remix","Dalex","702648","2019-09-23"
"Too Good At Goodbyes","Sam Smith","697223","2019-09-23"
"bad guy (with Justin Bieber)","Billie Eilish","694415","2019-09-23"
"Baila Conmigo (feat. Kelly Ruiz)","Dayvi","694064","2019-09-23"
"Tal Vez","Paulo Londra","691812","2019-09-23"
